ID,URL,Name,Code,Legal form,Status,Registration Date,Capital,Address,Deletion Date,Tempo richiesta,Tempo estrazione Name,Tempo estrazione Code,Tempo estrazione Legal Form,Tempo estrazione Status,Tempo estrazione Reg. Date,Tempo estrazione Capital,Tempo estrazione Address,Tempo estrazione Del. Date,Tempo estrazione dati Rapp.,Tempo estrazione Partners,Tempo estrazione Activity
56,https://ariregister.rik.ee/eng/company/11233517/OÜ-Alar-Haljaste-Siivouspalvelus?search_id=16a1817&pos=56,,,,,,,,,90282700,998800,0,0,0,0,0,0,0,0,0,0
57,https://ariregister.rik.ee/eng/company/12607693/ALDONSPART-OÜ?search_id=16a1817&pos=57,,,,,,,,,72470800,0,0,0,0,0,997300,0,0,0,0,0
58,https://ariregister.rik.ee/eng/company/16254949/Aleksandar-Spasic-OÜ?search_id=16a1817&pos=58,,,,,,,,,62250900,0,0,0,0,0,0,0,0,0,0,0
59,https://ariregister.rik.ee/eng/company/16210018/Aleksander-Spatar?search_id=16a1817&pos=59,,,,,,,,,64041500,966600,0,0,0,0,0,0,0,0,0,0
60,https://ariregister.rik.ee/eng/company/11565053/Aleksandr-Bespalov?search_id=16a1817&pos=60,,,,,,,,,81696900,0,0,0,0,0,0,0,0,0,0,1004600
61,https://ariregister.rik.ee/eng/company/11610492/Aleksandr-Spaštšanski?search_id=16a1817&pos=61,,,,,,,,,60711800,0,0,0,0,0,0,0,0,0,0,0
62,https://ariregister.rik.ee/eng/company/10829923/ALEKSANDR-SPATAR?search_id=16a1817&pos=62,,,,,,,,,95135800,0,0,0,0,1008000,0,0,0,0,0,0
63,https://ariregister.rik.ee/eng/company/10166411/Osaühing-Alekspa?search_id=16a1817&pos=63,,,,,,,,,84157000,0,0,0,0,0,0,0,0,0,0,0
64,https://ariregister.rik.ee/eng/company/14495850/Alesya-nail-spa-OÜ?search_id=16a1817&pos=64,,,,,,,,,70322500,0,0,0,0,0,0,0,0,0,0,0
65,https://ariregister.rik.ee/eng/company/11193083/Osaühing-Alfa-Ehituspartner?search_id=16a1817&pos=65,,,,,,,,,292947700,0,0,0,994000,0,0,0,0,0,0,0
66,https://ariregister.rik.ee/eng/company/11023197/Alliklepa-Invest-Osaühing?search_id=16a1817&pos=66,,,,,,,,,229703800,0,0,0,0,0,0,0,0,0,1000800,0
67,https://ariregister.rik.ee/eng/company/16102576/AllSpark-Energy-1-UÜ?search_id=16a1817&pos=67,,,,,,,,,180766400,0,0,0,0,0,0,0,0,999200,0,0
68,https://ariregister.rik.ee/eng/company/16102725/AllSpark-Energy-2-UÜ?search_id=16a1817&pos=68,,,,,,,,,198058100,0,0,0,0,0,0,0,0,0,0,0
69,https://ariregister.rik.ee/eng/company/16102665/AllSpark-Energy-3-UÜ?search_id=16a1817&pos=69,,,,,,,,,147994400,0,0,1002800,0,0,0,0,0,0,0,0
70,https://ariregister.rik.ee/eng/company/16102688/AllSpark-Energy-4-UÜ?search_id=16a1817&pos=70,,,,,,,,,82485100,0,0,0,0,0,0,0,0,0,0,0
71,https://ariregister.rik.ee/eng/company/16102754/AllSpark-Energy-5-UÜ?search_id=16a1817&pos=71,,,,,,,,,153413100,0,0,0,0,0,0,0,0,0,0,0
72,https://ariregister.rik.ee/eng/company/16100883/AllSpark-Energy-OÜ?search_id=16a1817&pos=72,,,,,,,,,163801000,0,0,0,1000600,0,0,0,0,0,0,0
73,https://ariregister.rik.ee/eng/company/12208510/AllSpark-Group-OÜ?search_id=16a1817&pos=73,,,,,,,,,148383400,0,0,0,0,0,0,0,0,0,0,0
74,https://ariregister.rik.ee/eng/company/12989482/AllSpark-OÜ?search_id=16a1817&pos=74,,,,,,,,,233070400,0,0,0,0,0,0,0,0,0,0,1011800
75,https://ariregister.rik.ee/eng/company/16315450/AL-Spar--Invest-OÜ?search_id=16a1817&pos=75,,,,,,,,,154250100,0,0,0,0,0,0,0,0,0,0,1016900
