Company ID,Category,Hash
478,WasteRecycling,4111722913158069628
479,Chemicals,1532779266960090644
481,Telecommunication,-366396660629370360
482,Mining,5530308889125531621
482,Goldmining,-4405332145365162528
483,Pharmaceuticals,8926960006196816921
483,Biotech,-5477649158227911950
484,Professionalservices,2898755620386977973
484,Financialservices,996514602531674170
487,Healthcare,4999567491202240723
490,Clothing,-4644728342255861508
491,Healthcare,4999567491202240723
491,Insurance,7000230057071041224
492,Clothing,-4644728342255861508
493,Education,-1919223710078369369
494,Pizza,4548181288897963740
494,Food,-1791250089609384727
494,Restaurantchains,8667423472038992413
497,Glassesandcontactlenses,5248397299839365754
498,Medicaldevices,-2739338454252634078
499,OilGas,-4192961412728851669
499,Energy,-2490813042158503427
500,Food,-1791250089609384727
501,Semiconductors,7893943476131326539
501,Tech,2373442895034963753
501,TechHardware,1748841266191066881
502,Chemicals,1532779266960090644
505,Electricity,3312256779847957138
505,Energy,-2490813042158503427
506,Restaurantchains,8667423472038992413
506,Entertainment,-5311217246468775200
509,Steelproducers,8081884644680932068
509,Steelindustry,4200822821996594004
509,Aluminum,-7547891053699719918
512,Chemicals,1532779266960090644
513,Footwear,3919027092552316727
517,MediaPress,7487475509848793516
522,Beverages,1448174480227667635
526,Healthcare,4999567491202240723
528,Videogames,1877993705229312391
528,Esports,-5699021814185712751
528,Entertainment,-5311217246468775200
528,Tech,2373442895034963753
529,Retail,8659073855545147165
530,Furniture,2832498173780617864
531,Toolmanufacturers,6447818282228269151
531,Manufacturing,918788116521242338
533,Clothing,-4644728342255861508
533,Retail,8659073855545147165
534,Financialservices,996514602531674170
535,Electricity,3312256779847957138
535,Energy,-2490813042158503427
536,Clothing,-4644728342255861508
537,Software,766138134349121984
537,Tech,2373442895034963753
538,Retail,8659073855545147165
539,Tech,2373442895034963753
539,Software,766138134349121984
539,ITsecurity,-6218229013132378724
539,Networkinghardware,-3489790265185160176
540,OilGas,-4192961412728851669
540,Energy,-2490813042158503427
541,Fertilizercompanies,-1572321612940954668
542,Clothing,-4644728342255861508
542,Retail,8659073855545147165
545,Electricity,3312256779847957138
545,Energy,-2490813042158503427
546,Hotels,-2209076433672162417
546,Travel,2883696693193604344
547,Aluminum,-7547891053699719918
548,Retail,8659073855545147165
548,HomeKitchenAppliances,-8539574359071434670
548,Furniture,2832498173780617864
549,MediaPress,7487475509848793516
550,Pharmaceuticals,8926960006196816921
550,Biotech,-5477649158227911950
552,ITservices,5294247540503510568
552,Professionalservices,2898755620386977973
553,PaintCoating,1335565877116293984
554,Videogames,1877993705229312391
554,Retail,8659073855545147165
555,Food,-1791250089609384727
557,Steelproducers,8081884644680932068
557,Steelindustry,4200822821996594004
559,Utilitycompanies,3956169596559111944
559,Energy,-2490813042158503427
559,Electricity,3312256779847957138
560,Software,766138134349121984
560,Tech,2373442895034963753
561,Financialservices,996514602531674170
562,Software,766138134349121984
562,Tech,2373442895034963753
563,Buildingmaterials,7986863683299917669
565,Internet,9213653917245580410
565,Tech,2373442895034963753
565,REITs,-4500283884546034606
565,Realestate,199837547090313934
565,Investment,5327786409141802125
566,Construction,-1387856498777628021
567,Energy,-2490813042158503427
567,Electricity,3312256779847957138
567,Utilitycompanies,3956169596559111944
568,OilGas,-4192961412728851669
568,Energy,-2490813042158503427
571,Transportation,3140530495907979414
572,Tech,2373442895034963753
572,Software,766138134349121984
572,ITsecurity,-6218229013132378724
572,Networkinghardware,-3489790265185160176
573,Transportation,3140530495907979414
573,Courier,8102328225368103528
574,Telecommunication,-366396660629370360
578,Furniture,2832498173780617864
579,Utilitycompanies,3956169596559111944
579,OilGas,-4192961412728851669
579,Energy,-2490813042158503427
580,Entertainment,-5311217246468775200
580,Internet,9213653917245580410
580,Tech,2373442895034963753
581,Tobacco,8606360336396138978
582,Retail,8659073855545147165
583,Financialservices,996514602531674170
583,Software,766138134349121984
583,Tech,2373442895034963753
588,FlavorsFragrances,8734823338155558507
588,CosmeticsandBeauty,-1391700480064620338
588,Luxurygoods,1186266117930339670
588,Consumergoods,3574918603920959279
589,Entertainment,-5311217246468775200
589,MediaPress,7487475509848793516
593,Tech,2373442895034963753
593,SmartHome,-8849725073747955047
595,Conglomerate,5540569127684541958
597,Electronics,-2937793794179883072
597,Tech,2373442895034963753
